SampleID	0	ASDC	B Memory-1	B Memory-2	BMCP-1	BMCP-2	CD4 TCM	CD8 TEM	CLP	Classical-Mono	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	HSC-1	HSC-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	LMPP-1	LMPP-1-cycling	LMPP-2	MAIT	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	MK-Platelet	MKP-early	MKP-late	MPP-1	MPP-2	MPP-MEP	MSC Fibroblast-1	MSC Fibroblast-2	Mac	Mono-1	Mono-2	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	Multilin-1	Multilin-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	NK-Mature	Non-Classical Mono-1	Non-Classical Mono-2	Osteoblast	Plasma Cell	Pro-B-1	Pro-B-2	Pro-B-3	Pro-B-Early	Pro-B-Early-cycling	Pro-B-cycling-1	Pro-B-cycling-2	Stromal Vascular	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	Transitional-B-1	Transitional-B-2	cDC1	cDC2-1	cDC2-2	cMOP	immNeu-1	immNeu-2	pDC	pre-B	pre-DC-1	pre-DC-2	pre-DC-3	preNeu
3v2:GSM3901485	0	0	14	0	30	3	0	1	114	0	136	39	4	18	4	1	1	0	0	0	0	488	2751	11	2	2	500	724	428	0	15	77	14	20	5	15	106	126	35	70	0	27	4	2360	382	691	3	0	1	0	1	176	435	130	554	265	94	117	32	1	0	1	1	1	119	2	1013	20	20	95	171	0	1	1	0	0	15	22	3	0	1	0	36	0	4	2	0	11	0	298
3v2:GSM3901486	0	0	13	0	21	6	0	1	115	0	128	44	6	17	3	2	1	0	0	0	0	750	2510	9	2	1	535	559	371	1	18	80	15	20	4	13	111	120	35	61	0	25	4	2132	487	610	1	0	0	0	1	150	465	128	506	252	101	105	29	1	0	1	0	0	121	5	991	24	23	84	171	1	0	1	0	0	15	17	1	0	2	0	55	0	6	2	0	10	0	288
3v2:GSM3901487	0	0	0	0	53	2	0	0	37	0	188	79	3	36	3	13	0	0	0	0	0	78	1253	0	0	1	258	176	131	0	28	59	27	19	2	7	51	149	19	19	0	19	2	667	205	669	0	0	0	2	0	55	207	31	132	71	21	36	13	0	0	0	0	0	59	49	147	25	13	60	77	0	0	0	0	0	8	7	0	0	0	1	12	0	1	1	0	2	1	132
3v2:GSM3901488	0	1	0	0	50	3	0	0	115	0	251	102	32	74	19	51	7	1	0	0	0	24	201	1	0	0	499	149	135	0	25	106	33	24	9	18	104	197	32	51	0	41	1	519	242	604	0	0	0	6	0	33	316	78	210	98	81	82	64	0	0	0	0	0	41	21	26	32	12	93	47	0	0	0	0	0	10	4	27	1	0	8	76	0	4	0	4	7	2	272
3v2:GSM4874417	0	1	38	38	3	0	81	54	3	29	1	2	0	1	2	4	3	7	1	1	0	0	0	6	43	8	4	4	0	38	0	3	1	0	0	0	1	2	1	0	0	0	1	7	0	2	0	0	0	3	11	0	3	1	2	0	0	3	0	154	0	8	0	19	1	2	4	0	0	0	1	0	0	342	33	149	2	0	4	6	2	0	0	0	6	16	2	1	4	5
3v3:adult_bone_marrow_1	0	19	1	0	104	19	0	0	106	1	221	100	1	155	124	88	105	31	0	0	0	18	615	4	2	2	115	239	102	0	41	51	87	27	14	35	88	352	82	55	0	70	0	695	35	469	2	0	0	60	13	118	199	61	136	51	160	86	121	0	0	0	0	0	13	0	31	18	14	8	4	0	0	0	0	0	0	1	57	14	2	44	108	4	70	0	25	21	15	365
CCHMC:0018_Af_N1c	0	0	184	1	11	0	126	56	0	0	0	0	0	0	0	0	0	4	2	0	11	1	4	10	0	88	2	1	23	31	69	5	0	0	0	0	3	75	0	2	0	1	0	1	1	72	1	0	0	25	32	1107	2	0	1	0	7	7	8	53	1	12	0	0	0	0	0	0	0	0	0	0	15	29	0	3	0	0	21	0	1	0	14	10	0	0	0	1	0	13
CCHMC:0316_E_N1c	0	0	113	0	7	0	79	31	0	4	1	0	0	0	0	0	0	3	1	0	2	0	14	4	0	5	7	5	10	6	6	0	0	0	0	0	4	216	1	4	0	6	0	1	0	189	0	0	0	4	3	6344	4	0	2	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	43	107	0	4	0	0	1	2	0	0	7	3	0	1	0	0	0	34
CCHMC:0817_E_N1c	0	0	160	2	1	0	127	34	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	554	350	3159	0	1	34	39	143	20	0	0	0	0	0	4	0	0	0	1	0	1	0	36	0	0	0	297	449	4185	0	1	2	0	15	13	150	25	0	407	0	1	0	0	0	0	0	0	0	0	8	106	0	1	0	0	237	166	219	14	2	1	0	0	0	7	9	9
CCHMC:1009_AfInv16_29M	0	1	27	2	28	0	53	32	0	24	0	0	0	0	0	0	0	0	2	0	0	0	3	1019	58	1178	4	67	50	26	85	39	1	0	0	2	2	13	1	3	0	0	0	2	2	203	0	0	0	381	416	1319	10	2	7	0	31	144	92	6	1	252	0	1	0	0	0	0	0	0	0	0	24	34	0	11	0	0	178	147	381	36	4	2	2	0	1	41	4	40
CCHMC:1036_EInv16_22M	0	0	11	3	8	0	31	26	0	313	0	0	0	0	0	0	0	0	0	0	1	0	1	2882	183	1085	107	745	72	11	11	81	10	0	0	0	4	1	0	3	0	0	0	19	15	766	0	0	0	254	292	922	225	40	65	6	103	110	136	26	11	135	0	2	0	0	0	0	0	0	0	0	0	27	0	11	0	0	114	79	39	52	13	13	4	0	0	6	0	115
CCHMC:1060_EInv16_19M	0	4	36	1	45	1	29	7	5	24	0	0	0	0	0	0	0	1	0	0	0	0	0	900	27	858	3	79	323	22	46	56	1	0	0	0	29	10	1	3	0	0	0	0	0	718	0	0	0	113	177	4519	105	20	102	1	50	79	49	16	1	114	0	5	0	0	0	0	0	0	0	0	24	45	0	28	0	0	72	41	81	16	1	2	4	0	1	5	3	29
CCHMC:1076_AfInv16_51M	0	0	16	0	65	0	144	138	1	13	1	0	0	0	0	1	0	18	9	1	2	5	13	783	76	619	3	144	293	125	34	41	9	0	0	2	8	102	1	11	0	0	0	27	3	543	0	0	0	373	168	6793	88	3	11	0	87	101	107	27	0	72	0	36	0	0	0	0	0	0	0	0	20	11	0	2	0	0	108	131	334	10	3	2	28	0	6	8	18	59
CCHMC:1102_E_N1c	0	0	918	41	2	0	1562	150	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	279	91	38	1	22	29	176	10	11	0	0	0	0	1	25	0	0	1	2	1	0	1	268	0	0	0	3	5	1340	8	0	0	2	0	7	0	338	0	325	0	35	0	0	2	0	0	3	0	0	799	3184	22	800	0	0	11	1	3	0	0	0	0	0	0	1	1	5
CCHMC:1147_EInv16_44M	0	2	23	0	55	0	29	10	0	50	0	1	0	0	3	3	1	2	0	0	0	4	2	196	19	449	27	146	140	5	132	95	33	2	1	4	23	18	1	6	0	0	0	4	4	330	0	0	0	259	334	2701	411	120	169	9	241	199	110	8	3	22	0	2	0	0	0	0	1	0	0	0	14	15	0	3	0	1	97	53	108	67	68	22	12	0	0	39	2	252
CCHMC:1239_EST8_44M_N1c	0	2	19	0	46	7	27	29	0	1	6	1	1	0	0	0	1	0	2	0	0	86	0	42	13	443	16	100	208	0	113	331	2	0	0	3	37	527	1	30	0	45	4	0	2	281	0	0	0	136	108	3481	133	41	108	21	67	90	50	2	0	47	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	337	43	71	6	60	24	2	0	11	81	19	126
CCHMC:143_AfST8_P64M	0	0	8	1	13	0	55	27	0	23	0	0	0	1	1	0	2	0	0	0	2	0	0	47	7	447	1	12	33	45	4	5	1	0	0	0	126	10	3	10	0	0	0	3	0	1218	1	1	0	86	223	3347	7	2	4	1	339	6	81	15	2	4	0	7	0	0	0	0	0	0	0	1	7	13	0	0	0	0	95	9	2	95	162	15	1	0	1	43	1	156
CCHMC:1702-Et922-66F	0	6	77	13	306	0	185	135	0	28	4	0	0	0	0	0	1	5	2	1	15	3	7	334	24	577	138	383	58	15	37	42	2	0	0	1	141	648	3	38	0	10	8	26	21	2910	1	0	0	12	35	3063	109	18	25	2	109	34	64	10	1	27	0	9	0	0	0	0	0	0	0	0	54	62	0	5	0	0	117	125	72	8	15	3	2	0	18	51	14	109
CCHMC:171_Af_N1c	0	0	61	0	88	1	111	30	1	0	0	0	0	0	0	0	0	0	0	0	0	23	18	16	0	7	2	5	159	26	909	0	0	0	0	0	4	38	0	4	0	0	0	22	0	516	0	0	0	37	3	6433	1	0	0	0	55	1	29	19	0	28	0	0	0	0	1	0	0	0	0	0	43	79	0	2	0	0	5	3	3	21	0	10	1	0	0	0	0	2
CCHMC:1744_E_N1c	0	0	276	10	40	0	276	204	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	3	0	15	0	2	431	89	823	10	0	0	0	1	0	15	1	2	0	1	0	3	0	689	0	0	0	6	1	6831	3	0	1	0	7	4	45	302	0	114	0	12	0	0	0	0	0	0	0	0	6	242	0	27	0	0	69	3	26	0	0	0	0	0	0	0	0	11
CCHMC:1782_Aft36_P71F	0	0	5	0	25	0	132	13	0	4	15	2	1	3	0	0	0	0	0	0	5	4	0	137	68	48	34	1629	3364	24	54	8	0	0	0	0	139	308	4	15	1	2	2	185	336	1197	0	0	0	4	16	1235	65	17	735	4	42	26	45	20	0	91	0	4	0	0	1	0	2	0	0	0	39	4	0	0	0	0	8	4	26	5	1	2	1	0	1	5	1	40
CCHMC:1827_Af_N1c	0	0	374	9	0	0	1112	609	0	0	54	38	1	46	1	11	0	36	31	5	65	2	21	0	0	3	0	0	977	267	337	2	0	0	0	0	48	52	10	32	1	1	0	5	0	515	0	0	0	1	0	2745	0	0	54	0	2	4	2	130	0	0	0	57	0	0	1	0	0	4	0	0	355	237	0	4	0	0	8	2	9	0	0	0	2	3	0	2	0	1
CCHMC:1893_Af_N1c	0	0	464	1	43	0	182	16	24	0	2	0	0	0	0	0	0	0	0	0	0	9	2	248	0	178	1	13	1100	7	584	11	0	0	0	1	4	135	0	10	0	0	0	13	2	1078	0	0	0	1	8	11734	0	0	3	0	1	7	2	8	0	185	0	4	0	0	4	1	0	0	0	0	167	258	0	7	0	0	11	1	59	0	0	2	0	1	0	0	0	15
CCHMC:1906_Aft82_P36M	0	0	25	1	129	0	103	92	41	0	0	0	0	0	0	0	1	1	1	0	2	0	8	7	0	35	0	40	213	90	15	1	0	0	0	0	12	23	7	19	0	1	0	2	0	588	0	0	0	46	2	3963	51	9	46	3	365	3	190	44	0	5	0	8	1	0	227	2	7	10	9	0	32	63	0	25	0	1	2	0	1	18	18	4	0	6	0	1	0	684
CCHMC:2140_E_N1c	0	0	73	1	3	0	101	65	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	915	107	2067	0	1	6	45	42	17	0	0	0	0	1	10	0	0	0	0	2	0	0	21	0	0	0	28	314	1512	0	0	2	0	0	21	2	32	0	508	0	1	0	0	0	0	0	0	0	0	75	61	0	3	0	0	209	85	104	0	1	0	0	0	1	44	1	1
CCHMC:2270_Aft36_P71F	0	9	3	0	54	0	713	82	0	15	64	15	5	11	2	2	1	4	0	0	0	4	18	500	150	190	268	718	302	116	61	53	7	0	1	2	91	557	9	58	19	71	13	664	137	1291	0	0	0	30	67	751	278	41	163	63	46	91	50	151	4	265	0	16	1	0	0	0	0	1	0	0	70	114	1	5	0	0	69	22	108	7	8	16	18	1	5	23	20	83
CCHMC:2660_Ast82_38M	0	0	157	9	248	0	296	232	12	0	0	0	0	0	0	0	0	2	2	2	2	0	0	40	1	53	3	40	41	162	16	29	0	0	0	1	174	102	4	43	0	0	0	0	0	1074	0	0	0	82	7	1768	181	51	116	0	34	81	101	415	0	9	0	17	2	0	3	1	0	4	0	0	208	450	1	133	0	5	39	20	44	15	0	0	0	0	0	30	5	255
CCHMC:2698_EInv16_P47M	0	2	102	2	20	0	63	56	3	9	0	0	0	0	0	0	0	4	2	0	3	0	0	1525	159	325	2	73	424	29	214	204	0	0	0	0	4	13	0	3	0	0	0	0	1	325	0	0	0	112	116	4156	30	0	20	5	18	70	37	37	0	104	0	4	0	0	1	0	0	0	0	0	23	105	0	7	0	0	256	91	406	12	0	0	0	1	0	18	10	31
CCHMC:2853_Aft36_P71F	0	0	6	2	70	0	805	88	1	17	104	19	1	7	1	14	0	6	0	1	3	1	57	330	55	132	171	527	124	148	28	23	2	0	1	2	165	742	24	16	17	143	33	781	265	1082	0	0	0	42	96	144	121	20	156	29	46	77	79	167	11	189	0	19	0	0	0	0	0	3	0	0	94	267	0	15	0	0	50	35	58	8	2	10	0	0	8	16	16	52
CCHMC:287_AfInv_P53F_N1c	0	0	23	2	72	1	22	21	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	190	264	1297	1	21	232	34	41	109	0	0	0	0	34	52	0	2	0	3	0	0	1	291	0	0	0	19	116	1955	7	4	16	4	0	11	8	43	0	144	0	4	0	0	0	0	0	0	0	0	1	6	0	2	0	0	417	140	170	10	5	6	0	0	10	50	18	31
CCHMC:301_AfInv16_29M	0	105	55	3	69	0	132	35	2	6	1	0	0	0	0	0	0	1	0	0	0	0	0	839	61	632	14	36	195	30	234	168	160	8	9	30	1	5	0	1	0	0	0	0	2	272	0	0	0	158	260	4316	94	2	24	6	12	202	26	11	0	41	0	13	0	0	0	0	0	0	0	0	17	46	2	8	0	0	362	233	1445	12	5	0	282	0	20	151	39	33
CCHMC:3114_EInv_45F	0	8	166	7	79	0	610	204	6	5	0	0	0	0	0	0	0	2	1	2	0	0	8	1168	492	1150	21	204	355	197	59	74	9	0	0	1	22	31	2	7	0	0	0	10	8	478	2	0	0	99	229	3228	121	13	93	2	12	119	33	179	2	208	0	15	0	0	1	0	0	0	0	0	312	153	1	33	0	0	146	220	930	16	7	0	16	1	2	60	25	65
CCHMC:3410_AfST8_P64M	0	0	66	2	10	0	1311	161	2	4	6	2	0	3	0	1	2	8	6	0	16	1	0	17	1	449	6	235	562	301	25	13	1	0	0	0	165	67	131	69	0	1	0	84	15	6570	1	0	0	37	31	4572	1	1	27	0	413	0	120	357	0	45	0	6	0	0	5	0	0	0	3	2	92	359	10	41	1	0	7	1	6	55	9	5	12	6	0	5	0	109
CCHMC:376_Af_N1c	0	0	505	17	0	0	83	25	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1413	129	1200	4	39	722	16	110	22	0	0	0	0	10	65	0	3	0	0	0	2	0	1534	0	0	0	27	29	2996	13	2	27	0	0	19	39	126	0	1647	0	0	0	0	0	0	0	0	0	0	6	186	0	1	0	0	105	36	36	0	0	0	0	0	0	3	0	6
CCHMC:4440_AfInv16_P24M	0	8	22	2	33	0	216	52	1	56	0	0	1	2	0	1	7	21	6	0	0	0	0	360	35	282	62	86	102	95	219	191	64	2	4	6	6	24	0	4	0	0	0	2	0	68	0	0	0	172	308	1157	185	11	35	15	26	121	40	75	1	31	0	25	0	0	1	0	0	2	3	0	48	13	0	5	10	3	75	91	115	10	4	0	108	13	2	29	6	101
CCHMC:4924_AfInv16_P49M	0	10	9	0	869	3	151	6	7	0	2	0	0	0	0	0	0	0	0	0	0	0	1	888	74	45	31	224	99	30	75	0	0	1	0	0	7	2539	2	56	0	1	0	8	16	1576	0	0	0	1	0	1541	30	5	11	2	0	5	3	34	0	155	0	0	0	0	25	0	0	0	0	0	54	60	1	4	0	0	0	7	258	0	1	0	29	0	0	3	2	7
CCHMC:5381v2_AfInv16_P49M	0	60	31	2	76	0	82	26	5	27	1	0	0	0	0	0	0	0	0	0	0	0	0	1103	237	492	7	95	49	37	11	30	14	9	5	8	19	53	1	1	0	0	0	1	3	233	0	0	0	62	185	1525	51	12	31	1	6	71	12	10	0	63	0	4	0	0	0	0	0	0	0	0	68	41	0	5	0	0	87	135	935	6	3	0	87	0	11	64	26	23
CCHMC:550_EInv16_38M	0	37	45	18	34	0	137	52	0	319	0	0	0	0	0	0	0	1	1	1	0	0	0	1436	518	1111	9	167	51	36	44	154	75	2	1	1	24	2	0	0	0	0	0	0	0	730	0	0	0	177	532	909	359	38	86	17	24	207	55	35	3	41	1	5	0	0	0	0	0	0	0	0	15	66	0	10	0	0	232	305	343	57	6	4	38	0	10	83	45	103
CCHMC:562_AfInv16_25F	0	30	117	6	0	0	108	19	1	195	1	0	0	0	0	0	0	0	0	0	0	0	0	3220	450	1217	0	11	55	15	72	123	64	8	2	8	1	2	0	0	0	0	0	0	0	23	0	0	0	36	169	433	9	2	16	4	5	50	16	17	1	254	0	2	0	0	0	0	0	1	0	0	12	86	0	15	0	0	281	150	985	9	1	0	60	0	5	61	35	4
CCHMC:568_AfInv16_P24M	0	60	12	0	84	0	75	8	2	218	0	0	0	0	0	0	0	0	0	0	0	0	1	877	185	1023	95	453	293	17	254	220	173	8	7	19	12	46	0	4	0	0	0	3	7	694	0	0	0	285	483	2710	328	40	108	34	69	196	92	48	2	57	0	30	0	0	1	0	1	0	0	0	3	26	0	14	0	0	169	219	421	75	29	7	439	0	20	60	30	98
CCHMC:596_E_N1c	0	0	35	2	3	0	84	111	0	2	1	0	0	0	0	0	1	2	1	0	3	1	2	9	7	414	0	16	310	46	566	253	33	3	1	9	8	12	2	1	0	4	0	1	0	266	0	0	0	190	219	7112	5	3	36	1	23	222	98	60	0	17	1	20	0	0	0	0	0	0	0	1	4	28	0	7	0	0	513	213	29	6	3	6	102	0	11	143	5	62
CCHMC:727_EInv16_35M	0	1	4	3	15	0	46	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1262	198	1323	1	31	17	31	99	124	24	0	0	3	16	3	0	5	0	0	0	1	0	82	1	0	0	227	263	227	68	43	43	0	6	196	41	25	0	237	0	5	0	0	0	0	0	0	0	0	5	27	0	14	0	0	289	104	279	27	0	0	4	0	1	135	24	96
CCHMC:754_EInv16_47M	0	0	13	1	16	0	18	3	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	524	1	292	1	18	30	0	4	10	2	0	0	0	1	4	0	0	0	0	0	0	0	117	0	0	0	160	148	2490	42	4	8	1	59	54	66	5	0	51	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	11	3	21	12	0	0	0	0	0	1	0	35
CCHMC:98-31_AfInv16_34F	0	1	90	4	3	0	13	7	0	51	0	0	0	0	0	0	0	0	0	0	2	0	0	1328	480	1598	0	0	1	18	8	4	0	0	0	0	1	4	0	1	0	0	0	0	0	6	0	0	0	73	155	417	3	0	0	0	1	39	20	4	0	321	0	1	0	0	0	0	0	0	0	0	8	6	0	5	0	0	74	338	502	3	0	0	0	0	4	16	27	11
CCHMC:AM72	0	82	26	2	445	11	163	252	99	628	872	509	92	630	323	399	352	163	17	2	87	69	1264	1360	175	305	91	507	78	166	160	139	165	73	73	179	277	785	270	328	1	258	10	742	59	927	2	0	44	215	525	1136	318	118	218	70	446	284	401	110	1404	66	627	82	51	2	361	18	12	42	55	64	11	127	0	60	8	0	144	304	129	181	1057	638	1273	1	204	97	81	1004
CCHMC:AML-12_CCHMC	0	0	64	28	595	1	73	40	0	845	0	0	0	1	0	0	0	0	0	0	18	1	3	4484	1395	1499	0	5	179	14	133	38	0	0	0	0	15	22	0	1	0	0	0	2	0	3760	0	0	0	72	352	5523	6	0	3	2	103	24	429	127	1	531	0	4	0	0	0	0	0	0	0	0	0	134	4	4	0	0	68	8	2	21	3	6	0	0	0	2	3	105
CCHMC:AML-14_CCHMC	0	0	5	9	37	0	30	1	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	304	1122	12	279	65	11	3	54	4	0	0	0	198	52	1	8	0	0	1	0	0	520	0	0	0	205	274	1631	209	119	221	10	99	172	155	31	2	188	0	5	0	0	0	0	0	0	0	0	1	61	7	41	0	0	100	112	81	116	7	9	0	0	1	29	3	105
CCHMC:AML-7_CCHMC	0	0	291	517	1	0	83	108	0	368	1	0	1	1	0	0	0	0	0	0	1	1	0	373	1621	1994	54	917	1413	12	139	2047	0	0	0	0	289	28	3	49	0	4	0	1	0	2063	0	0	0	64	246	1561	195	58	478	468	4	449	20	204	0	1576	0	2	0	0	0	0	0	0	0	0	0	137	22	2	0	0	346	174	8	19	0	0	0	0	4	84	16	0
CCHMC:BF21	0	162	148	8	270	12	809	444	891	409	558	364	33	330	191	166	245	113	39	21	122	5	395	513	88	230	263	270	307	401	158	112	258	143	103	201	130	637	127	220	4	285	45	663	84	765	130	58	1	231	310	99	233	77	263	138	334	289	339	226	68	38	58	54	449	5	1320	229	71	349	345	126	137	1776	0	648	371	2	282	323	103	131	519	378	1095	180	271	210	190	524
CCHMC:BF32	0	450	990	32	1771	50	743	305	1947	126	2418	1177	144	1462	2911	1394	2193	499	56	21	323	560	163	1439	477	358	985	3652	1135	253	567	746	856	252	258	1083	1015	3312	1466	2516	11	1949	291	5023	71	4083	1342	680	13	1024	559	1362	2118	745	2283	521	2221	1569	1901	606	12	152	161	75	1853	7	8990	837	271	2434	2129	445	1250	1742	97	673	2152	193	978	1076	417	762	4639	177	3777	870	866	976	767	4682
CCHMC:BF71	0	9	478	12	137	0	1779	1684	200	224	339	163	16	107	31	48	31	20	3	1	11	259	2051	70	7	164	128	509	134	350	69	152	104	47	20	57	115	508	47	134	1	68	0	751	62	989	0	0	3	32	102	369	263	58	155	162	155	140	131	465	3	7	15	45	327	36	1238	76	24	179	202	1	74	2165	40	574	69	0	30	66	22	16	122	6	270	144	14	27	15	571
CCHMC:BM27	0	116	88	3	374	64	242	124	650	361	424	186	40	209	146	158	197	47	4	2	114	191	157	860	159	172	365	557	264	36	97	147	259	104	87	288	129	564	165	153	13	210	34	1232	69	737	28	0	2	287	323	82	362	134	361	168	490	502	454	453	1213	207	7	26	361	13	1097	184	72	331	230	13	202	1311	15	364	299	22	230	277	141	145	414	339	651	210	223	169	213	636
CCHMC:BM32	0	528	735	62	786	38	1130	603	1245	269	1981	804	138	1204	1674	1204	1211	404	178	31	209	548	565	2253	314	462	633	2288	1043	286	362	379	689	142	170	700	599	2529	1118	2036	46	1275	338	4782	58	2643	403	218	141	1076	755	1061	1041	667	1189	302	1371	1599	2664	1451	9	122	70	116	1222	20	5491	551	169	1313	1223	244	1001	2118	62	1022	1187	103	748	1467	1041	654	1981	70	3252	461	839	719	841	3371
CCHMC:WF26	0	86	58	1	392	5	160	169	335	220	555	456	98	396	275	486	303	245	33	11	33	1	357	503	137	97	445	556	125	117	126	224	234	180	100	154	238	512	161	229	1	127	8	428	193	672	27	6	12	319	345	149	653	260	558	276	659	500	629	155	117	81	12	44	329	7	1062	136	66	214	258	24	65	800	0	279	389	1	237	241	44	437	1179	308	669	67	304	191	125	1105
CCHMC:WF32	0	652	478	142	1766	79	742	727	1428	46	3249	972	131	1740	2200	1902	1698	472	66	8	128	231	294	398	41	160	1082	3181	1141	755	730	971	1103	265	238	1349	635	3101	1850	1972	13	745	87	4741	83	3695	265	160	72	1080	571	1366	2186	722	2182	757	2380	1868	2041	890	5	51	72	48	363	1	2224	293	84	484	341	155	980	1701	32	572	162	65	1242	996	801	691	4743	175	3030	28	777	848	959	4931
CCHMC:WF83	0	53	80	5	498	8	398	429	143	1590	398	238	55	282	166	209	282	189	27	5	26	35	405	1936	548	507	113	374	161	202	99	113	132	70	58	205	108	366	140	172	0	97	3	491	35	521	4	0	33	264	870	667	201	69	268	103	417	299	404	224	728	106	430	57	51	4	176	31	15	52	54	15	10	211	5	53	61	0	119	329	310	302	1171	899	1736	65	251	145	118	680
CCHMC:WM22	0	540	377	30	1993	259	225	442	1952	40	2648	776	90	1835	1680	1402	1114	456	40	6	83	765	387	499	34	452	1026	4455	1610	730	516	883	1013	214	172	821	596	3091	1226	2233	11	1073	242	7407	70	4445	237	82	113	2141	1997	1906	2448	586	2144	574	3281	2330	2907	1262	4	63	55	46	1365	1	6522	827	199	1207	1352	102	306	1742	31	494	531	183	1136	1409	867	1351	3625	206	2685	157	733	935	851	5301
CCHMC:WM34	0	168	67	11	235	17	179	256	430	191	118	69	32	117	166	167	190	109	15	5	34	274	21	719	34	130	185	517	170	137	79	92	151	48	48	119	94	329	76	117	9	132	27	857	33	485	49	9	162	343	366	200	300	143	331	101	569	247	262	622	250	81	25	53	235	4	1188	185	67	261	180	58	874	96	1	88	299	299	119	308	357	253	938	515	601	194	166	98	215	746
CCHMC:WM72	0	37	49	0	128	3	191	161	126	193	374	147	24	183	52	108	46	46	9	5	75	18	705	719	28	238	40	298	73	32	58	27	74	38	19	51	97	603	87	144	0	102	0	358	20	562	17	3	0	34	174	682	138	41	85	31	70	38	57	61	363	47	101	5	375	13	1224	62	18	321	313	186	74	56	1	9	125	12	12	65	70	22	109	113	365	171	17	13	31	291
Colorado:AML-01	0	0	22	16	84	0	33	8	0	1	27	38	4	5	16	0	0	0	3	0	14	0	0	20	89	74	56	119	3	24	6	182	0	0	0	0	117	1013	37	216	0	0	0	0	0	1704	0	0	0	13	3	622	969	52	168	49	22	360	156	13	1	60	0	3	0	0	0	0	0	0	0	0	0	73	3	13	0	0	18	5	2	26	0	1	0	0	0	36	0	5
Colorado:AML-02	0	0	254	60	0	0	55	62	6	20	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	148	8	75	36	10	70	313	0	0	0	0	1563	288	2	530	0	1	0	0	0	2239	0	0	0	56	133	555	559	78	414	8	0	577	103	144	0	32	0	5	0	0	0	0	0	0	0	0	0	63	0	7	0	0	8	1	0	22	0	1	0	2	0	375	0	3
Colorado:AML-03	0	0	0	0	5	0	1	0	0	9	0	2	1	1	0	0	0	0	2	0	11	0	0	3	14	47	7	2131	2191	0	16	409	0	0	0	0	57	5	1	9	0	3	2	156	7	309	0	0	0	0	1	314	10	11	739	136	0	9	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	1	0	0	0	0	0	0	0	11	1	8
Colorado:AML-04	0	0	17	28	28	0	36	24	0	2	2	0	0	0	0	1	0	1	2	0	36	0	0	14	12	138	5	530	957	9	14	610	0	0	0	0	10	60	1	0	0	3	4	7	1	2155	0	0	0	14	22	1567	19	9	100	32	4	66	52	31	0	64	0	2	0	0	0	0	0	0	0	0	0	35	0	0	0	0	82	9	1	4	0	0	0	0	0	17	1	9
Colorado:AML-05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colorado:AML-06	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colorado:AML-07	0	0	309	405	1	0	61	116	0	59	0	0	0	0	0	0	0	0	2	1	2	0	0	108	572	704	4	441	622	15	72	817	0	0	0	1	198	22	5	25	2	1	0	0	0	1236	0	0	0	15	43	338	11	8	312	223	0	150	14	144	0	554	0	2	0	0	0	0	0	0	0	0	0	92	3	8	0	0	192	50	2	10	0	0	1	0	2	64	3	0
